Date-Time,Value,Unit,Commodity
7/1/12,332.9988526,Dollar per Metric Ton,Corn
6/1/12,267.3289218,Dollar per Metric Ton,Corn
5/1/12,268.8849036,Dollar per Metric Ton,Corn
4/1/12,274.2192966,Dollar per Metric Ton,Corn
3/1/12,280.715052,Dollar per Metric Ton,Corn
2/1/12,279.5143214,Dollar per Metric Ton,Corn
1/1/12,272.9201455,Dollar per Metric Ton,Corn
12/1/11,258.5179405,Dollar per Metric Ton,Corn
11/1/11,274.2783489,Dollar per Metric Ton,Corn
10/1/11,274.846376,Dollar per Metric Ton,Corn
9/1/11,296.2994964,Dollar per Metric Ton,Corn
8/1/11,310.3071116,Dollar per Metric Ton,Corn
7/1/11,300.8322095,Dollar per Metric Ton,Corn
6/1/11,310.5364743,Dollar per Metric Ton,Corn
5/1/11,308.5752214,Dollar per Metric Ton,Corn
4/1/11,318.938776,Dollar per Metric Ton,Corn
3/1/11,290.4347217,Dollar per Metric Ton,Corn
2/1/11,293.396797,Dollar per Metric Ton,Corn
1/1/11,265.285524,Dollar per Metric Ton,Corn
12/1/10,250.6255509,Dollar per Metric Ton,Corn
11/1/10,238.2367488,Dollar per Metric Ton,Corn
10/1/10,235.703123,Dollar per Metric Ton,Corn
9/1/10,205.8395204,Dollar per Metric Ton,Corn
8/1/10,175.6001304,Dollar per Metric Ton,Corn
7/1/10,163.9217456,Dollar per Metric Ton,Corn
6/1/10,152.8739339,Dollar per Metric Ton,Corn
5/1/10,163.2403005,Dollar per Metric Ton,Corn
4/1/10,157.2666427,Dollar per Metric Ton,Corn
3/1/10,158.9277694,Dollar per Metric Ton,Corn
2/1/10,161.9069613,Dollar per Metric Ton,Corn
1/1/10,167.3356308,Dollar per Metric Ton,Corn
12/1/09,164.6128196,Dollar per Metric Ton,Corn
11/1/09,171.6868545,Dollar per Metric Ton,Corn
10/1/09,167.2791214,Dollar per Metric Ton,Corn
9/1/09,150.592793,Dollar per Metric Ton,Corn
8/1/09,152.0362942,Dollar per Metric Ton,Corn
7/1/09,151.8002554,Dollar per Metric Ton,Corn
6/1/09,179.3937946,Dollar per Metric Ton,Corn
5/1/09,180.0702121,Dollar per Metric Ton,Corn
4/1/09,168.7959054,Dollar per Metric Ton,Corn
3/1/09,164.5770304,Dollar per Metric Ton,Corn
2/1/09,163.3999605,Dollar per Metric Ton,Corn
1/1/09,173.2951299,Dollar per Metric Ton,Corn
12/1/08,158.909797,Dollar per Metric Ton,Corn
11/1/08,164.3044002,Dollar per Metric Ton,Corn
10/1/08,183.0247029,Dollar per Metric Ton,Corn
9/1/08,233.9456134,Dollar per Metric Ton,Corn
8/1/08,235.1594667,Dollar per Metric Ton,Corn
7/1/08,267.1414541,Dollar per Metric Ton,Corn
6/1/08,287.1320709,Dollar per Metric Ton,Corn
5/1/08,243.5317736,Dollar per Metric Ton,Corn
4/1/08,246.6418625,Dollar per Metric Ton,Corn
3/1/08,233.9259293,Dollar per Metric Ton,Corn
2/1/08,220.0475977,Dollar per Metric Ton,Corn
1/1/08,206.5588043,Dollar per Metric Ton,Corn
12/1/07,180.2832637,Dollar per Metric Ton,Corn
11/1/07,171.1139434,Dollar per Metric Ton,Corn
10/1/07,164.1141037,Dollar per Metric Ton,Corn
9/1/07,160.1250316,Dollar per Metric Ton,Corn
8/1/07,151.0307857,Dollar per Metric Ton,Corn
7/1/07,147.2164013,Dollar per Metric Ton,Corn
6/1/07,164.5372645,Dollar per Metric Ton,Corn
5/1/07,160.1391589,Dollar per Metric Ton,Corn
4/1/07,152.6305668,Dollar per Metric Ton,Corn
3/1/07,169.5832697,Dollar per Metric Ton,Corn
2/1/07,177.3848855,Dollar per Metric Ton,Corn
1/1/07,165.160019,Dollar per Metric Ton,Corn
12/1/06,160.7207348,Dollar per Metric Ton,Corn
11/1/06,164.1064013,Dollar per Metric Ton,Corn
10/1/06,142.2624107,Dollar per Metric Ton,Corn
9/1/06,120.2698946,Dollar per Metric Ton,Corn
8/1/06,115.2772893,Dollar per Metric Ton,Corn
7/1/06,114.3056102,Dollar per Metric Ton,Corn
6/1/06,109.6123566,Dollar per Metric Ton,Corn
5/1/06,110.6246821,Dollar per Metric Ton,Corn
4/1/06,107.9103474,Dollar per Metric Ton,Corn
3/1/06,104.9520804,Dollar per Metric Ton,Corn
2/1/06,106.9365021,Dollar per Metric Ton,Corn
1/1/06,102.7904075,Dollar per Metric Ton,Corn
12/1/05,102.6760522,Dollar per Metric Ton,Corn
11/1/05,95.97970643,Dollar per Metric Ton,Corn
10/1/05,101.5512461,Dollar per Metric Ton,Corn
9/1/05,97.07076837,Dollar per Metric Ton,Corn
8/1/05,99.28663643,Dollar per Metric Ton,Corn
7/1/05,105.6642871,Dollar per Metric Ton,Corn
6/1/05,97.61527679,Dollar per Metric Ton,Corn
5/1/05,95.36481241,Dollar per Metric Ton,Corn
4/1/05,96.47087177,Dollar per Metric Ton,Corn
3/1/05,100.0140111,Dollar per Metric Ton,Corn
2/1/05,94.35939361,Dollar per Metric Ton,Corn
1/1/05,96.03875875,Dollar per Metric Ton,Corn
12/1/04,95.60852041,Dollar per Metric Ton,Corn
11/1/04,93.75851034,Dollar per Metric Ton,Corn
10/1/04,93.41514847,Dollar per Metric Ton,Corn
9/1/04,97.72690527,Dollar per Metric Ton,Corn
8/1/04,104.0931375,Dollar per Metric Ton,Corn
7/1/04,104.4944888,Dollar per Metric Ton,Corn
6/1/04,123.278751,Dollar per Metric Ton,Corn
5/1/04,129.2852157,Dollar per Metric Ton,Corn
4/1/04,133.4394997,Dollar per Metric Ton,Corn
3/1/04,128.4601949,Dollar per Metric Ton,Corn
2/1/04,122.9324291,Dollar per Metric Ton,Corn
1/1/04,116.2455883,Dollar per Metric Ton,Corn
12/1/03,111.9922096,Dollar per Metric Ton,Corn
11/1/03,108.1004849,Dollar per Metric Ton,Corn
10/1/03,104.2059516,Dollar per Metric Ton,Corn
9/1/03,103.2384553,Dollar per Metric Ton,Corn
8/1/03,100.3495782,Dollar per Metric Ton,Corn
7/1/03,97.67066497,Dollar per Metric Ton,Corn
6/1/03,107.0253026,Dollar per Metric Ton,Corn
5/1/03,107.9064007,Dollar per Metric Ton,Corn
4/1/03,105.3380934,Dollar per Metric Ton,Corn
3/1/03,105.1318789,Dollar per Metric Ton,Corn
2/1/03,106.14108,Dollar per Metric Ton,Corn
1/1/03,105.8442561,Dollar per Metric Ton,Corn
12/1/02,107.0126485,Dollar per Metric Ton,Corn
11/1/02,108.6464294,Dollar per Metric Ton,Corn
10/1/02,109.6468099,Dollar per Metric Ton,Corn
9/1/02,113.9414542,Dollar per Metric Ton,Corn
8/1/02,109.8910018,Dollar per Metric Ton,Corn
7/1/02,99.70000268,Dollar per Metric Ton,Corn
6/1/02,93.16980013,Dollar per Metric Ton,Corn
5/1/02,90.33130502,Dollar per Metric Ton,Corn
4/1/02,87.10664777,Dollar per Metric Ton,Corn
3/1/02,89.85794911,Dollar per Metric Ton,Corn
2/1/02,90.72819384,Dollar per Metric Ton,Corn
1/1/02,91.96696059,Dollar per Metric Ton,Corn
12/1/01,92.31151517,Dollar per Metric Ton,Corn
11/1/01,89.88255424,Dollar per Metric Ton,Corn
10/1/01,86.26773913,Dollar per Metric Ton,Corn
9/1/01,89.74398849,Dollar per Metric Ton,Corn
8/1/01,92.87903164,Dollar per Metric Ton,Corn
7/1/01,90.75466954,Dollar per Metric Ton,Corn
6/1/01,83.16066599,Dollar per Metric Ton,Corn
5/1/01,85.07752309,Dollar per Metric Ton,Corn
4/1/01,87.54506652,Dollar per Metric Ton,Corn
3/1/01,91.01215357,Dollar per Metric Ton,Corn
2/1/01,92.37751482,Dollar per Metric Ton,Corn
1/1/01,94.29723327,Dollar per Metric Ton,Corn
12/1/00,96.22420376,Dollar per Metric Ton,Corn
11/1/00,88.93710783,Dollar per Metric Ton,Corn
10/1/00,84.7072744,Dollar per Metric Ton,Corn
9/1/00,80.15057627,Dollar per Metric Ton,Corn
8/1/00,75.24053114,Dollar per Metric Ton,Corn
7/1/00,75.05737521,Dollar per Metric Ton,Corn
6/1/00,84.0395145,Dollar per Metric Ton,Corn
5/1/00,95.53055089,Dollar per Metric Ton,Corn
4/1/00,95.53937295,Dollar per Metric Ton,Corn
3/1/00,95.16935111,Dollar per Metric Ton,Corn
2/1/00,95.08161904,Dollar per Metric Ton,Corn
1/1/00,92.95327496,Dollar per Metric Ton,Corn
12/1/99,87.22283768,Dollar per Metric Ton,Corn
11/1/99,85.40934063,Dollar per Metric Ton,Corn
10/1/99,85.65047121,Dollar per Metric Ton,Corn
9/1/99,87.12092088,Dollar per Metric Ton,Corn
8/1/99,86.38191473,Dollar per Metric Ton,Corn
7/1/99,83.59840304,Dollar per Metric Ton,Corn
6/1/99,92.94701183,Dollar per Metric Ton,Corn
5/1/99,92.71706567,Dollar per Metric Ton,Corn
4/1/99,94.03847853,Dollar per Metric Ton,Corn
3/1/99,96.42645008,Dollar per Metric Ton,Corn
2/1/99,94.56400472,Dollar per Metric Ton,Corn
1/1/99,97.45187378,Dollar per Metric Ton,Corn
12/1/98,95.32476044,Dollar per Metric Ton,Corn
11/1/98,97.38452911,Dollar per Metric Ton,Corn
10/1/98,95.49475861,Dollar per Metric Ton,Corn
9/1/98,85.71444702,Dollar per Metric Ton,Corn
8/1/98,88.3582077,Dollar per Metric Ton,Corn
7/1/98,100.90448,Dollar per Metric Ton,Corn
6/1/98,101.7516937,Dollar per Metric Ton,Corn
5/1/98,105.9669266,Dollar per Metric Ton,Corn
4/1/98,106.6878586,Dollar per Metric Ton,Corn
3/1/98,113.8404388,Dollar per Metric Ton,Corn
2/1/98,113.6187363,Dollar per Metric Ton,Corn
1/1/98,114.3672562,Dollar per Metric Ton,Corn
12/1/97,113.6043625,Dollar per Metric Ton,Corn
11/1/97,117.4047623,Dollar per Metric Ton,Corn
10/1/97,120.2442169,Dollar per Metric Ton,Corn
9/1/97,112.236908,Dollar per Metric Ton,Corn
8/1/97,111.9510193,Dollar per Metric Ton,Corn
7/1/97,106.420723,Dollar per Metric Ton,Corn
6/1/97,112.5813751,Dollar per Metric Ton,Corn
5/1/97,118.6108093,Dollar per Metric Ton,Corn
4/1/97,124.7128754,Dollar per Metric Ton,Corn
3/1/97,127.8605804,Dollar per Metric Ton,Corn
2/1/97,121.7462006,Dollar per Metric Ton,Corn
1/1/97,118.6951675,Dollar per Metric Ton,Corn
12/1/96,116.8350143,Dollar per Metric Ton,Corn
11/1/96,117.1368408,Dollar per Metric Ton,Corn
10/1/96,128.6087952,Dollar per Metric Ton,Corn
9/1/96,145.2391815,Dollar per Metric Ton,Corn
8/1/96,186.8200684,Dollar per Metric Ton,Corn
7/1/96,197.6199951,Dollar per Metric Ton,Corn
6/1/96,196.6393127,Dollar per Metric Ton,Corn
5/1/96,203.9989319,Dollar per Metric Ton,Corn
4/1/96,189.0330353,Dollar per Metric Ton,Corn
3/1/96,170.9611511,Dollar per Metric Ton,Corn
2/1/96,164.7122345,Dollar per Metric Ton,Corn
1/1/96,156.6707306,Dollar per Metric Ton,Corn
12/1/95,148.1885223,Dollar per Metric Ton,Corn
11/1/95,143.2122345,Dollar per Metric Ton,Corn
10/1/95,140.8163605,Dollar per Metric Ton,Corn
9/1/95,130.5130157,Dollar per Metric Ton,Corn
8/1/95,126.297081,Dollar per Metric Ton,Corn
7/1/95,127.3095627,Dollar per Metric Ton,Corn
6/1/95,120.0074387,Dollar per Metric Ton,Corn
5/1/95,111.9275818,Dollar per Metric Ton,Corn
4/1/95,109.6404877,Dollar per Metric Ton,Corn
3/1/95,109.6270676,Dollar per Metric Ton,Corn
2/1/95,106.9776611,Dollar per Metric Ton,Corn
1/1/95,106.8987732,Dollar per Metric Ton,Corn
12/1/94,102.5552368,Dollar per Metric Ton,Corn
11/1/94,95.60571289,Dollar per Metric Ton,Corn
10/1/94,96.11000061,Dollar per Metric Ton,Corn
9/1/94,97.60505676,Dollar per Metric Ton,Corn
8/1/94,96.15687561,Dollar per Metric Ton,Corn
7/1/94,98.73155212,Dollar per Metric Ton,Corn
6/1/94,112.0830994,Dollar per Metric Ton,Corn
5/1/94,110.6012573,Dollar per Metric Ton,Corn
4/1/94,113.4167328,Dollar per Metric Ton,Corn
3/1/94,120.1072922,Dollar per Metric Ton,Corn
2/1/94,123.6490097,Dollar per Metric Ton,Corn
1/1/94,126.7164536,Dollar per Metric Ton,Corn
12/1/93,121.2294998,Dollar per Metric Ton,Corn
11/1/93,115.9284592,Dollar per Metric Ton,Corn
10/1/93,105.7676315,Dollar per Metric Ton,Corn
9/1/93,101.0316772,Dollar per Metric Ton,Corn
8/1/93,100.3128967,Dollar per Metric Ton,Corn
7/1/93,101.8886871,Dollar per Metric Ton,Corn
6/1/93,92.72621155,Dollar per Metric Ton,Corn
5/1/93,99.22267151,Dollar per Metric Ton,Corn
4/1/93,100.4873734,Dollar per Metric Ton,Corn
3/1/93,97.53518677,Dollar per Metric Ton,Corn
2/1/93,94.2540741,Dollar per Metric Ton,Corn
1/1/93,94.09521484,Dollar per Metric Ton,Corn
12/1/92,94.04341888,Dollar per Metric Ton,Corn
11/1/92,95.17266083,Dollar per Metric Ton,Corn
10/1/92,94.55976868,Dollar per Metric Ton,Corn
9/1/92,98.2166748,Dollar per Metric Ton,Corn
8/1/92,97.53993225,Dollar per Metric Ton,Corn
7/1/92,102.3940582,Dollar per Metric Ton,Corn
6/1/92,110.2019272,Dollar per Metric Ton,Corn
5/1/92,109.1779099,Dollar per Metric Ton,Corn
4/1/92,109.0551376,Dollar per Metric Ton,Corn
3/1/92,116.6845932,Dollar per Metric Ton,Corn
2/1/92,113.921257,Dollar per Metric Ton,Corn
1/1/92,109.5863571,Dollar per Metric Ton,Corn
12/1/91,106.7206802,Dollar per Metric Ton,Corn
11/1/91,106.7978668,Dollar per Metric Ton,Corn
10/1/91,109.5233231,Dollar per Metric Ton,Corn
9/1/91,108.8531265,Dollar per Metric Ton,Corn
8/1/91,110.1188126,Dollar per Metric Ton,Corn
7/1/91,105.7298965,Dollar per Metric Ton,Corn
6/1/91,105.1131363,Dollar per Metric Ton,Corn
5/1/91,105.7351608,Dollar per Metric Ton,Corn
4/1/91,110.2310104,Dollar per Metric Ton,Corn
3/1/91,109.0499573,Dollar per Metric Ton,Corn
2/1/91,106.2941666,Dollar per Metric Ton,Corn
1/1/91,105.506813,Dollar per Metric Ton,Corn
12/1/90,102.3573608,Dollar per Metric Ton,Corn
11/1/90,99.99526978,Dollar per Metric Ton,Corn
10/1/90,99.99526978,Dollar per Metric Ton,Corn
9/1/90,102.3573608,Dollar per Metric Ton,Corn
8/1/90,109.8373184,Dollar per Metric Ton,Corn
7/1/90,114.9551926,Dollar per Metric Ton,Corn
6/1/90,120.0730667,Dollar per Metric Ton,Corn
5/1/90,121.254097,Dollar per Metric Ton,Corn
4/1/90,118.4983368,Dollar per Metric Ton,Corn
3/1/90,109.8373184,Dollar per Metric Ton,Corn
2/1/90,106.2941666,Dollar per Metric Ton,Corn
1/1/90,105.9005127,Dollar per Metric Ton,Corn
1/1/24,22.47478261,Cents per Pound,Sugar
12/1/23,22.14571429,Cents per Pound,Sugar
11/1/23,27.30954545,Cents per Pound,Sugar
10/1/23,26.90363636,Cents per Pound,Sugar
9/1/23,26.56380952,Cents per Pound,Sugar
8/1/23,24.19304348,Cents per Pound,Sugar
7/1/23,24.00809524,Cents per Pound,Sugar
6/1/23,24.76227273,Cents per Pound,Sugar
5/1/23,25.72956522,Cents per Pound,Sugar
4/1/23,24.582,Cents per Pound,Sugar
3/1/23,20.96173913,Cents per Pound,Sugar
2/1/23,21.4035,Cents per Pound,Sugar
1/1/23,19.94318182,Cents per Pound,Sugar
12/1/22,20.065,Cents per Pound,Sugar
11/1/22,19.40590909,Cents per Pound,Sugar
10/1/22,18.30095238,Cents per Pound,Sugar
9/1/22,18.18590909,Cents per Pound,Sugar
8/1/22,18.0626087,Cents per Pound,Sugar
7/1/22,18.34,Cents per Pound,Sugar
6/1/22,18.79409091,Cents per Pound,Sugar
5/1/22,19.28090909,Cents per Pound,Sugar
4/1/22,19.69904762,Cents per Pound,Sugar
3/1/22,19.10782609,Cents per Pound,Sugar
2/1/22,18.20315789,Cents per Pound,Sugar
1/1/22,18.461,Cents per Pound,Sugar
12/1/21,19.16727273,Cents per Pound,Sugar
11/1/21,19.74619048,Cents per Pound,Sugar
10/1/21,19.61904762,Cents per Pound,Sugar
9/1/21,19.26428571,Cents per Pound,Sugar
8/1/21,19.38363636,Cents per Pound,Sugar
7/1/21,17.7147619,Cents per Pound,Sugar
6/1/21,17.21409091,Cents per Pound,Sugar
5/1/21,17.20333333,Cents per Pound,Sugar
4/1/21,16.23761905,Cents per Pound,Sugar
3/1/21,15.80565217,Cents per Pound,Sugar
2/1/21,17.00052632,Cents per Pound,Sugar
1/1/21,15.91631579,Cents per Pound,Sugar
12/1/20,14.66772727,Cents per Pound,Sugar
11/1/20,14.9335,Cents per Pound,Sugar
10/1/20,14.28772727,Cents per Pound,Sugar
9/1/20,12.44142857,Cents per Pound,Sugar
8/1/20,12.81428571,Cents per Pound,Sugar
7/1/20,11.90181818,Cents per Pound,Sugar
6/1/20,11.82818182,Cents per Pound,Sugar
5/1/20,10.641,Cents per Pound,Sugar
4/1/20,10.05190476,Cents per Pound,Sugar
3/1/20,11.805,Cents per Pound,Sugar
2/1/20,15.07105263,Cents per Pound,Sugar
1/1/20,14.16666667,Cents per Pound,Sugar
12/1/19,13.3352381,Cents per Pound,Sugar
11/1/19,12.687,Cents per Pound,Sugar
10/1/19,12.4573913,Cents per Pound,Sugar
9/1/19,11.158,Cents per Pound,Sugar
8/1/19,11.55545455,Cents per Pound,Sugar
7/1/19,12.12863636,Cents per Pound,Sugar
6/1/19,12.4395,Cents per Pound,Sugar
5/1/19,11.825,Cents per Pound,Sugar
4/1/19,12.53571429,Cents per Pound,Sugar
3/1/19,12.47380952,Cents per Pound,Sugar
2/1/19,12.92894737,Cents per Pound,Sugar
1/1/19,12.68095238,Cents per Pound,Sugar
12/1/18,12.5535,Cents per Pound,Sugar
11/1/18,12.79238095,Cents per Pound,Sugar
10/1/18,13.18478261,Cents per Pound,Sugar
9/1/18,10.78368421,Cents per Pound,Sugar
8/1/18,10.45521739,Cents per Pound,Sugar
7/1/18,11.1552381,Cents per Pound,Sugar
6/1/18,12.06190476,Cents per Pound,Sugar
5/1/18,11.82727273,Cents per Pound,Sugar
4/1/18,11.82428571,Cents per Pound,Sugar
3/1/18,12.82571429,Cents per Pound,Sugar
2/1/18,13.57263158,Cents per Pound,Sugar
1/1/18,13.97952381,Cents per Pound,Sugar
12/1/17,14.4325,Cents per Pound,Sugar
11/1/17,14.96666667,Cents per Pound,Sugar
10/1/17,14.23181818,Cents per Pound,Sugar
9/1/17,13.931,Cents per Pound,Sugar
8/1/17,13.79608696,Cents per Pound,Sugar
7/1/17,14.119,Cents per Pound,Sugar
6/1/17,13.53,Cents per Pound,Sugar
5/1/17,15.68909091,Cents per Pound,Sugar
4/1/17,16.31684211,Cents per Pound,Sugar
3/1/17,18.05956522,Cents per Pound,Sugar
2/1/17,20.40578947,Cents per Pound,Sugar
1/1/17,20.5375,Cents per Pound,Sugar
12/1/16,18.83,Cents per Pound,Sugar
11/1/16,20.86857143,Cents per Pound,Sugar
10/1/16,22.91666667,Cents per Pound,Sugar
9/1/16,21.35238095,Cents per Pound,Sugar
8/1/16,20.01434783,Cents per Pound,Sugar
7/1/16,19.687,Cents per Pound,Sugar
6/1/16,19.33727273,Cents per Pound,Sugar
5/1/16,16.68428571,Cents per Pound,Sugar
4/1/16,14.99809524,Cents per Pound,Sugar
3/1/16,15.43045455,Cents per Pound,Sugar
2/1/16,13.314,Cents per Pound,Sugar
1/1/16,14.29105263,Cents per Pound,Sugar
12/1/15,14.76272727,Cents per Pound,Sugar
11/1/15,14.843,Cents per Pound,Sugar
10/1/15,14.14181818,Cents per Pound,Sugar
9/1/15,12.13714286,Cents per Pound,Sugar
8/1/15,10.6747619,Cents per Pound,Sugar
7/1/15,11.87863636,Cents per Pound,Sugar
6/1/15,12.11363636,Cents per Pound,Sugar
5/1/15,12.7035,Cents per Pound,Sugar
4/1/15,12.91095238,Cents per Pound,Sugar
3/1/15,12.84090909,Cents per Pound,Sugar
2/1/15,14.51210526,Cents per Pound,Sugar
1/1/15,15.0625,Cents per Pound,Sugar
12/1/14,14.99227273,Cents per Pound,Sugar
11/1/14,15.87894737,Cents per Pound,Sugar
10/1/14,16.47565217,Cents per Pound,Sugar
9/1/14,16.54428571,Cents per Pound,Sugar
8/1/14,17.7247619,Cents per Pound,Sugar
7/1/14,18.73045455,Cents per Pound,Sugar
6/1/14,18.24190476,Cents per Pound,Sugar
5/1/14,18.24047619,Cents per Pound,Sugar
4/1/14,18.2147619,Cents per Pound,Sugar
3/1/14,17.88809524,Cents per Pound,Sugar
2/1/14,16.88526316,Cents per Pound,Sugar
1/1/14,15.70761905,Cents per Pound,Sugar
12/1/13,16.5447619,Cents per Pound,Sugar
11/1/13,17.7485,Cents per Pound,Sugar
10/1/13,18.8126087,Cents per Pound,Sugar
9/1/13,17.619,Cents per Pound,Sugar
8/1/13,17.24409091,Cents per Pound,Sugar
7/1/13,17.09636364,Cents per Pound,Sugar
6/1/13,16.956,Cents per Pound,Sugar
5/1/13,17.42636364,Cents per Pound,Sugar
4/1/13,17.66227273,Cents per Pound,Sugar
3/1/13,18.339,Cents per Pound,Sugar
2/1/13,18.20789474,Cents per Pound,Sugar
1/1/13,18.84571429,Cents per Pound,Sugar
12/1/12,19.202,Cents per Pound,Sugar
11/1/12,19.31333333,Cents per Pound,Sugar
10/1/12,20.38869565,Cents per Pound,Sugar
9/1/12,20.20631579,Cents per Pound,Sugar
8/1/12,20.56130435,Cents per Pound,Sugar
7/1/12,22.75714286,Cents per Pound,Sugar
6/1/12,20.09809524,Cents per Pound,Sugar
5/1/12,20.26545455,Cents per Pound,Sugar
4/1/12,22.477,Cents per Pound,Sugar
3/1/12,23.78818182,Cents per Pound,Sugar
2/1/12,23.416,Cents per Pound,Sugar
1/1/12,24.0205,Cents per Pound,Sugar
12/1/11,23.4152381,Cents per Pound,Sugar
11/1/11,24.51761905,Cents per Pound,Sugar
10/1/11,26.29857143,Cents per Pound,Sugar
9/1/11,26.63857143,Cents per Pound,Sugar
8/1/11,28.87434783,Cents per Pound,Sugar
7/1/11,29.471,Cents per Pound,Sugar
6/1/11,24.92454545,Cents per Pound,Sugar
5/1/11,21.84095238,Cents per Pound,Sugar
4/1/11,23.903,Cents per Pound,Sugar
3/1/11,25.9,Cents per Pound,Sugar
2/1/11,29.30631579,Cents per Pound,Sugar
1/1/11,29.73684211,Cents per Pound,Sugar
12/1/10,28.04090909,Cents per Pound,Sugar
11/1/10,26.42047619,Cents per Pound,Sugar
10/1/10,26.94380952,Cents per Pound,Sugar
9/1/10,22.66952381,Cents per Pound,Sugar
8/1/10,18.60363636,Cents per Pound,Sugar
7/1/10,17.69,Cents per Pound,Sugar
6/1/10,16.3,Cents per Pound,Sugar
5/1/10,15.105,Cents per Pound,Sugar
4/1/10,16.88571429,Cents per Pound,Sugar
3/1/10,18.14782609,Cents per Pound,Sugar
2/1/10,21.97894737,Cents per Pound,Sugar
1/1/10,21.90526316,Cents per Pound,Sugar
12/1/09,24.90272727,Cents per Pound,Sugar
11/1/09,22.769,Cents per Pound,Sugar
10/1/09,23.16090909,Cents per Pound,Sugar
9/1/09,23.45142857,Cents per Pound,Sugar
8/1/09,21.72,Cents per Pound,Sugar
7/1/09,17.80454545,Cents per Pound,Sugar
6/1/09,16.57590909,Cents per Pound,Sugar
5/1/09,15.466,Cents per Pound,Sugar
4/1/09,13.46952381,Cents per Pound,Sugar
3/1/09,12.92818182,Cents per Pound,Sugar
2/1/09,13.31210526,Cents per Pound,Sugar
1/1/09,12.244,Cents per Pound,Sugar
12/1/08,11.32,Cents per Pound,Sugar
11/1/08,11.82842105,Cents per Pound,Sugar
10/1/08,11.70217391,Cents per Pound,Sugar
9/1/08,14.02047619,Cents per Pound,Sugar
8/1/08,13.68142857,Cents per Pound,Sugar
7/1/08,13.20772727,Cents per Pound,Sugar
6/1/08,12.0652381,Cents per Pound,Sugar
5/1/08,10.9347619,Cents per Pound,Sugar
4/1/08,12.52272727,Cents per Pound,Sugar
3/1/08,12.8765,Cents per Pound,Sugar
2/1/08,13.6075,Cents per Pound,Sugar
1/1/08,11.65952381,Cents per Pound,Sugar
12/1/07,10.44631579,Cents per Pound,Sugar
11/1/07,9.896,Cents per Pound,Sugar
10/1/07,9.994782609,Cents per Pound,Sugar
9/1/07,9.851052632,Cents per Pound,Sugar
8/1/07,9.613043478,Cents per Pound,Sugar
7/1/07,9.895714286,Cents per Pound,Sugar
6/1/07,9.26047619,Cents per Pound,Sugar
5/1/07,9.086363636,Cents per Pound,Sugar
4/1/07,9.594,Cents per Pound,Sugar
3/1/07,10.36681818,Cents per Pound,Sugar
2/1/07,10.57157895,Cents per Pound,Sugar
1/1/07,10.9035,Cents per Pound,Sugar
12/1/06,11.6965,Cents per Pound,Sugar
11/1/06,11.732,Cents per Pound,Sugar
10/1/06,11.50909091,Cents per Pound,Sugar
9/1/06,12.3135,Cents per Pound,Sugar
8/1/06,12.97956522,Cents per Pound,Sugar
7/1/06,15.857,Cents per Pound,Sugar
6/1/06,15.68909091,Cents per Pound,Sugar
5/1/06,16.90045455,Cents per Pound,Sugar
4/1/06,17.46263158,Cents per Pound,Sugar
3/1/06,17.08217391,Cents per Pound,Sugar
2/1/06,18.05263158,Cents per Pound,Sugar
1/1/06,16.187,Cents per Pound,Sugar
12/1/05,13.92714286,Cents per Pound,Sugar
11/1/05,11.808,Cents per Pound,Sugar
10/1/05,11.61285714,Cents per Pound,Sugar
9/1/05,10.81047619,Cents per Pound,Sugar
8/1/05,9.875217391,Cents per Pound,Sugar
7/1/05,9.5975,Cents per Pound,Sugar
6/1/05,9.033181818,Cents per Pound,Sugar
5/1/05,8.511428571,Cents per Pound,Sugar
4/1/05,8.525714286,Cents per Pound,Sugar
3/1/05,8.895,Cents per Pound,Sugar
2/1/05,9.323684211,Cents per Pound,Sugar
1/1/05,8.922,Cents per Pound,Sugar
12/1/04,8.795238095,Cents per Pound,Sugar
11/1/04,8.666,Cents per Pound,Sugar
10/1/04,8.963809524,Cents per Pound,Sugar
9/1/04,8.674285714,Cents per Pound,Sugar
8/1/04,7.879090909,Cents per Pound,Sugar
7/1/04,8.165714286,Cents per Pound,Sugar
6/1/04,7.514285714,Cents per Pound,Sugar
5/1/04,6.6225,Cents per Pound,Sugar
4/1/04,6.86047619,Cents per Pound,Sugar
3/1/04,6.496086957,Cents per Pound,Sugar
2/1/04,5.873157895,Cents per Pound,Sugar
1/1/04,6.030526316,Cents per Pound,Sugar
12/1/03,6.343809524,Cents per Pound,Sugar
11/1/03,6.191111111,Cents per Pound,Sugar
10/1/03,6.09826087,Cents per Pound,Sugar
9/1/03,6.271428571,Cents per Pound,Sugar
8/1/03,6.709047619,Cents per Pound,Sugar
7/1/03,6.732272727,Cents per Pound,Sugar
6/1/03,6.404761905,Cents per Pound,Sugar
5/1/03,7.013809524,Cents per Pound,Sugar
4/1/03,7.261904762,Cents per Pound,Sugar
3/1/03,7.843333333,Cents per Pound,Sugar
2/1/03,8.348333333,Cents per Pound,Sugar
1/1/03,7.89047619,Cents per Pound,Sugar
12/1/02,7.508,Cents per Pound,Sugar
11/1/02,7.296842105,Cents per Pound,Sugar
10/1/02,7.02,Cents per Pound,Sugar
9/1/02,6.4095,Cents per Pound,Sugar
8/1/02,5.856818182,Cents per Pound,Sugar
7/1/02,5.794761905,Cents per Pound,Sugar
6/1/02,5.246,Cents per Pound,Sugar
